Province_State,Country_Region,4/1/2020,4/2/2020,4/3/2020,4/4/2020,4/5/2020,4/6/2020,4/7/2020,4/8/2020,4/9/2020,4/10/2020,4/11/2020,4/12/2020,4/13/2020,4/14/2020,4/15/2020,4/16/2020,4/17/2020,4/18/2020,4/19/2020,4/20/2020,4/21/2020,4/22/2020
Colorado,US,5,5,5,6,9,9,9,10,10,10,13,16,16,17,17,16,17,20,23,23,24,24
Colorado,US,286,314,340,374,435,441,457,472,472,534,550,613,641,652,652,668,689,708,731,731,744,774
Colorado,US,2,2,2,2,3,3,4,4,4,5,5,7,8,8,8,9,9,9,10,10,11,19
Colorado,US,33,34,43,45,46,47,48,49,49,50,52,55,58,59,59,62,64,65,70,70,71,71
Colorado,US,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1
Colorado,US,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,5,5
Colorado,US,82,84,86,88,93,95,95,98,98,99,101,101,99,99,99,104,111,112,114,114,121,121
Colorado,US,1,1,1,1,1,1,1,1,1,1,1,2,2,3,3,3,3,3,3,3,3,3
Colorado,US,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Colorado,US,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Colorado,US,304,356,385,440,519,540,579,610,610,660,683,763,787,809,809,837,860,888,957,957,1011,1064
Colorado,US,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Colorado,US,2,4,4,4,5,5,5,5,5,6,6,8,8,8,8,8,13,13,18,18,18,18
Colorado,US,1,2,2,3,3,3,3,3,3,4,4,4,4,5,5,5,8,8,8,8,8,9
Colorado,US,23,23,24,25,29,32,34,34,34,37,44,44,44,44,44,46,47,51,52,52,51,53
Colorado,US,99,107,124,134,153,158,161,167,167,174,177,187,193,198,198,202,217,224,239,239,250,266
Colorado,US,0,0,0,1,1,1,1,1,1,2,2,2,2,2,2,2,3,3,3,3,3,3
Colorado,US,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,3,3,3,3,3
Colorado,US,6,6,7,7,9,11,13,13,13,13,13,13,13,13,13,13,17,17,17,17,23,24
Colorado,US,16,14,17,20,20,25,27,32,32,32,34,35,35,35,35,34,34,34,35,35,35,37
Colorado,US,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
Colorado,US,4,4,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,4,6,6
Colorado,US,1,1,3,3,8,8,8,8,8,8,12,12,12,12,12,12,13,13,13,13,13,13
Colorado,US,13,13,14,26,32,34,35,35,35,38,38,57,59,63,63,65,69,70,77,77,80,82
Colorado,US,4,5,7,7,17,19,23,23,23,44,51,59,75,89,89,103,122,135,157,157,180,202
Colorado,US,3,3,3,3,3,4,4,4,4,5,5,5,5,5,5,5,5,6,6,6,7,7
Colorado,US,0,0,0,0,2,2,3,3,3,4,4,4,4,4,4,4,4,5,5,5,5,5
Colorado,US,3,3,3,5,5,5,5,5,5,5,6,6,6,6,6,6,6,6,6,6,6,6
Colorado,US,1,1,2,2,3,3,3,4,4,4,4,4,4,4,4,4,4,5,5,5,5,5
Colorado,US,30,33,36,38,38,39,39,39,39,39,47,49,49,49,49,51,51,51,57,57,58,57
Colorado,US,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1
Colorado,US,21,22,26,31,40,42,44,45,45,48,50,58,64,64,64,68,72,78,87,87,92,107
Colorado,US,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Colorado,US,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,7,7,7,7,7,7,7
Colorado,US,17,19,23,28,29,29,32,32,32,32,35,36,41,41,41,41,43,46,49,49,51,52
Colorado,US,1,1,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
Colorado,US,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Colorado,US,4,4,7,9,10,10,10,10,10,11,11,12,12,12,12,12,12,13,15,15,17,17
Colorado,US,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Colorado,US,34,34,40,50,54,58,53,56,56,57,64,72,72,74,74,82,93,93,93,93,93,101
Colorado,US,7,7,7,11,11,11,12,12,12,12,12,16,15,16,16,16,17,18,24,24,25,25
Colorado,US,1,1,1,1,1,1,1,1,1,2,2,2,2,5,5,5,5,5,6,6,6,6
Colorado,US,255,293,329,379,470,504,537,573,573,614,649,738,808,858,858,928,960,986,1063,1063,1180,1237
Colorado,US,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,3,3,4
Connecticut,US,1986,2132,2716,2824,3050,3719,4136,4136,4882,5180,5407,5534,6004,6213,6480,6816,7146,7363,7434,8320,8472,9883
Connecticut,US,469,539,679,726,751,882,1045,1045,1471,1615,1832,1914,2243,2370,2570,2859,3015,3196,3351,3823,3951,4128
Connecticut,US,131,141,173,182,197,230,255,255,315,346,388,403,446,460,490,535,569,593,600,639,643,722
Connecticut,US,66,74,91,100,110,135,150,150,205,240,290,299,339,355,379,394,422,448,462,484,512,525
Connecticut,US,611,647,891,1024,1162,1468,1664,1664,2183,2383,2715,2946,3358,3543,3758,4163,4520,4743,4871,5272,5493,5811
Connecticut,US,29,29,40,57,57,65,85,85,139,156,185,190,222,227,236,255,292,315,339,356,369,397
Connecticut,US,61,67,79,91,94,103,111,111,145,152,171,182,195,201,216,241,258,270,276,299,305,331
Connecticut,US,19,21,27,31,32,40,43,43,52,59,66,66,83,87,89,87,92,97,100,108,112,122
Delaware,US,41,43,54,68,86,128,147,201,214,230,255,281,288,329,345,352,384,417,417,430,459,503
Delaware,US,226,245,279,400,436,496,571,636,701,751,807,880,919,947,974,1003,1100,1205,1205,1229,1303,1352
Delaware,US,101,105,117,125,151,159,210,279,294,336,404,464,551,639,678,698,811,886,886,1055,1139,1317
District of Columbia,US,586,653,757,902,1002,1097,1211,1440,1523,1660,1778,1875,1955,2058,2197,2350,2476,2666,2793,2927,3098,3206
Florida,US,90,95,110,116,123,131,139,144,150,167,174,215,187,195,194,200,202,205,210,218,224,227
Florida,US,9,11,11,11,12,13,15,15,16,16,17,17,17,17,17,17,17,17,17,17,17,17
Florida,US,10,15,18,23,24,24,25,28,30,36,36,37,38,38,39,42,44,48,55,57,58,59
Florida,US,3,5,5,6,7,8,11,15,20,22,24,29,30,31,35,39,40,42,42,42,42,42
Florida,US,38,49,62,72,79,88,98,102,106,115,120,133,148,163,173,192,205,210,215,218,224,225
Florida,US,1232,1481,1598,1765,1886,2067,2230,2358,2454,2645,2806,2945,3177,3261,3363,3466,3688,3838,3971,4078,4168,4228
Florida,US,1,1,2,3,3,3,3,4,4,5,5,5,5,5,5,5,6,6,6,6,6,6
Florida,US,24,38,43,46,47,55,67,76,79,85,107,113,119,123,124,127,131,138,138,139,143,148
Florida,US,19,27,28,34,43,45,51,54,57,60,66,71,72,75,74,80,82,82,84,86,92,92
Florida,US,46,58,69,74,79,81,88,97,103,114,158,163,165,168,170,184,216,223,247,249,256,257
Florida,US,150,178,203,221,231,246,271,277,292,318,344,361,376,380,395,416,445,457,463,470,477,483
Florida,US,3,4,4,10,13,13,16,17,17,23,24,26,27,28,34,35,35,36,39,40,43,42
Florida,US,7,8,9,11,12,14,16,18,19,20,20,20,22,22,22,22,23,23,24,24,24,24
Florida,US,0,0,0,1,1,1,1,2,1,1,2,2,2,2,3,3,3,3,3,4,4,4
Florida,US,218,286,323,387,413,475,521,549,589,609,635,668,691,718,745,776,817,835,854,896,909,925
Florida,US,94,101,113,118,125,136,168,180,184,197,206,224,241,247,260,277,290,304,309,315,340,418
Florida,US,20,25,28,29,31,32,35,35,37,44,44,45,45,45,46,50,55,66,75,76,78,78
Florida,US,0,0,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
Florida,US,1,2,3,4,4,5,6,8,10,14,14,17,36,38,40,44,47,48,51,57,57,58
Florida,US,0,0,0,0,0,0,1,1,3,4,4,4,4,6,6,4,4,4,4,4,4,4
Florida,US,3,3,3,4,4,4,4,4,4,4,4,4,5,5,5,5,5,5,5,5,5,5
Florida,US,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Florida,US,0,0,0,0,0,1,1,1,1,2,2,2,2,2,2,2,3,3,3,3,4,5
Florida,US,0,1,1,1,2,2,2,2,3,3,3,3,3,3,3,4,4,4,4,4,4,4
Florida,US,4,4,5,6,7,9,9,10,11,14,16,20,22,23,26,27,31,39,41,44,46,52
Florida,US,24,34,38,40,43,48,51,56,58,62,65,71,71,71,76,76,83,84,84,84,84,84
Florida,US,17,24,26,30,35,35,37,41,45,47,51,56,61,62,64,66,66,66,70,71,71,71
Florida,US,309,404,463,497,536,571,608,626,644,671,690,759,813,819,869,878,924,943,960,973,979,982
Florida,US,1,1,1,1,1,1,2,3,2,2,2,2,2,4,4,4,5,5,6,6,8,8
Florida,US,33,41,47,50,55,61,62,63,68,68,70,74,77,77,78,83,85,83,84,85,85,85
Florida,US,2,4,4,4,4,4,4,4,5,5,5,6,6,6,6,8,8,8,8,9,11,11
Florida,US,0,0,0,1,1,3,4,8,8,9,9,12,12,13,22,23,23,24,26,26,26,26
Florida,US,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Florida,US,67,82,88,95,101,104,116,136,139,147,149,150,162,169,179,186,197,203,207,211,213,213
Florida,US,212,275,304,348,379,397,434,462,496,547,584,617,642,657,677,687,721,739,769,785,795,794
Florida,US,28,35,39,42,42,59,68,71,74,82,112,120,150,150,154,165,174,169,176,184,186,186
Florida,US,2,2,2,2,4,4,5,5,6,6,6,8,7,7,7,9,9,11,12,13,12,13
Florida,US,0,0,0,0,0,0,0,0,0,0,1,1,2,2,2,2,2,2,2,2,2,2
Florida,US,0,2,4,6,10,11,11,12,12,14,14,14,14,14,15,16,19,20,21,23,26,35
Florida,US,58,89,104,129,136,144,162,171,175,198,203,236,252,261,276,309,326,362,417,433,443,445
Florida,US,28,33,38,42,50,53,63,65,72,82,83,93,101,104,107,112,116,118,121,129,130,130
Florida,US,29,34,42,53,60,83,98,101,109,111,115,122,129,135,138,142,147,148,151,155,160,161
Florida,US,2202,2886,3364,3890,4146,4481,4997,5354,5745,6119,6487,7058,7459,7712,8066,8326,8824,9045,9354,9657,10056,10153
Florida,US,27,38,40,42,44,45,49,51,52,55,58,59,64,64,66,66,68,73,73,73,73,73
Florida,US,11,16,19,21,21,25,26,29,30,33,33,34,34,35,37,40,42,42,44,46,46,46
Florida,US,39,51,54,59,62,65,69,78,80,83,91,101,103,104,107,117,124,127,131,131,134,135
Florida,US,0,1,2,3,3,3,4,4,5,5,5,5,5,5,5,5,5,6,7,7,8,8
Florida,US,392,541,602,657,713,744,763,803,857,895,914,949,1024,1038,1073,1114,1158,1180,1198,1216,1235,1251
Florida,US,115,170,201,216,229,239,254,272,295,300,317,323,333,349,361,384,392,403,409,410,417,423
Florida,US,567,737,858,954,1000,1069,1136,1206,1260,1388,1441,1646,1704,1740,1814,1867,2088,2138,2170,2260,2320,2403
Florida,US,43,66,77,90,102,110,120,125,128,141,148,160,169,177,186,190,193,198,205,209,213,218
Florida,US,170,273,318,342,359,362,380,394,413,428,444,455,479,494,513,530,565,587,592,607,632,638
Florida,US,76,103,126,142,157,176,197,206,212,237,242,254,270,279,286,304,316,320,326,335,356,361
Florida,US,13,14,15,18,19,19,19,21,25,28,29,43,42,43,46,49,52,55,56,58,59,65
Florida,US,83,102,119,132,141,146,151,154,162,163,167,173,176,177,179,182,186,188,190,192,194,195
Florida,US,40,48,60,76,82,100,118,130,132,144,148,152,161,165,172,186,192,196,202,204,206,207
Florida,US,44,47,48,50,55,58,65,69,71,103,105,109,113,114,115,118,130,133,138,140,139,144
Florida,US,82,110,124,129,140,151,172,180,190,208,219,226,230,241,252,260,274,279,284,291,297,299
Florida,US,109,145,163,178,191,194,202,216,228,235,242,255,268,275,283,306,313,315,320,325,328,332
Florida,US,52,66,68,73,75,80,84,90,98,106,107,110,112,113,114,117,120,144,147,153,163,164
Florida,US,4,7,11,17,18,32,32,46,54,58,66,67,68,75,80,83,87,90,98,98,102,104
Florida,US,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2
Florida,US,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,2,3,3
Florida,US,80,102,125,134,151,151,162,163,179,187,195,201,216,226,242,255,270,291,333,342,366,375
Florida,US,1,2,3,5,6,6,6,7,7,7,7,8,12,12,13,14,14,14,14,15,15,15
Florida,US,18,19,19,21,23,24,26,26,26,27,27,29,29,29,29,29,31,32,32,32,32,32
Florida,US,1,1,1,1,1,1,2,2,3,3,3,4,4,5,5,5,6,5,6,6,9,10
Georgia,US,1,3,3,5,5,6,6,6,7,7,9,9,11,13,14,17,18,18,20,21,21,47
Georgia,US,0,0,0,0,0,0,4,4,4,4,2,2,2,2,2,3,5,5,5,5,5,5
Georgia,US,6,6,6,6,6,7,10,13,13,14,14,14,14,14,14,14,17,17,18,19,19,20
Georgia,US,4,4,4,4,5,5,9,9,11,11,12,14,16,16,16,17,19,16,17,20,20,20
Georgia,US,6,7,10,11,14,15,26,27,30,32,44,52,53,69,90,97,109,108,110,130,132,155
Georgia,US,3,3,3,3,3,3,3,4,4,7,7,7,7,8,8,10,13,13,14,15,15,16
Georgia,US,20,20,21,22,25,27,40,42,46,48,51,55,55,65,66,70,84,87,90,93,99,103
Georgia,US,144,147,154,160,160,179,187,192,196,207,209,212,216,230,235,237,242,246,248,255,256,259
Georgia,US,3,3,3,4,4,5,6,6,6,8,8,8,8,10,10,10,13,13,15,15,19,20
Georgia,US,2,3,3,3,3,3,4,4,4,6,6,6,6,8,8,9,10,10,10,10,10,10
Georgia,US,22,24,32,36,40,40,42,50,53,56,63,67,72,91,95,118,188,192,199,203,203,224
Georgia,US,1,1,1,1,1,1,1,1,1,1,1,1,3,3,3,3,4,6,6,5,5,5
Georgia,US,0,0,0,0,0,2,3,5,6,6,7,8,11,12,13,15,16,18,18,20,20,20
Georgia,US,2,3,5,5,6,6,6,16,16,17,18,18,19,20,21,21,23,23,23,23,30,36
Georgia,US,8,10,12,15,16,21,26,26,25,29,28,29,31,30,30,30,31,31,33,35,34,38
Georgia,US,2,3,5,5,5,8,10,12,14,16,16,16,19,20,22,23,26,26,27,30,31,33
Georgia,US,8,8,8,8,9,10,14,17,20,21,28,28,28,28,28,32,37,41,47,48,51,53
Georgia,US,8,9,9,10,11,17,17,20,23,27,27,28,30,35,36,38,40,41,43,80,82,125
Georgia,US,10,10,10,11,15,19,28,30,35,37,41,43,48,54,58,59,60,57,57,61,61,76
Georgia,US,4,6,6,6,9,9,16,17,19,19,20,20,22,22,23,26,27,27,28,27,27,27
Georgia,US,1,1,1,1,2,2,4,4,4,4,4,4,4,4,4,4,4,5,5,7,7,7
Georgia,US,131,133,143,149,158,163,177,183,183,197,201,204,214,235,237,243,260,270,281,305,307,311
Georgia,US,4,4,6,6,6,6,7,7,9,11,12,12,13,15,17,18,18,19,19,23,26,45
Georgia,US,1,1,1,1,2,2,3,3,2,2,2,3,3,4,4,5,5,5,6,6,7,7
Georgia,US,36,44,58,64,83,104,117,125,131,136,142,147,152,157,160,161,173,177,179,185,185,193
Georgia,US,2,2,2,2,2,2,2,2,2,3,3,3,3,5,5,5,6,6,6,7,7,8
Georgia,US,3,3,3,3,3,3,4,4,5,4,5,6,7,8,8,8,9,9,9,9,10,11
Georgia,US,83,92,104,114,122,133,144,151,159,170,182,186,198,219,225,242,266,276,293,317,322,340
Georgia,US,51,54,57,60,62,69,77,81,81,81,82,83,85,95,98,102,106,106,108,114,114,118
Georgia,US,5,5,7,7,7,7,10,13,14,15,15,15,16,16,16,18,19,20,20,20,20,20
Georgia,US,122,148,195,224,238,244,266,293,297,310,331,362,391,435,456,468,491,505,519,540,546,549
Georgia,US,1,2,2,2,2,2,3,3,3,3,3,3,6,6,7,7,7,7,7,7,7,7
Georgia,US,293,329,381,428,456,515,550,588,629,662,696,714,782,895,924,990,1072,1100,1125,1196,1215,1272
Georgia,US,9,9,15,15,15,15,38,44,48,53,53,56,60,64,65,71,73,75,79,83,83,84
Georgia,US,20,23,34,46,50,53,69,68,78,80,80,87,88,88,89,98,115,119,122,145,154,158
Georgia,US,24,27,32,33,36,40,46,48,55,59,66,68,70,75,78,82,90,97,101,116,120,124
Georgia,US,1,1,1,1,1,1,3,4,5,6,6,7,7,7,8,10,11,12,12,13,13,15
Georgia,US,42,44,53,58,67,76,79,79,84,90,101,103,119,135,136,140,149,156,161,169,170,168
Georgia,US,0,0,0,0,1,1,2,3,3,3,3,3,3,9,10,11,13,13,13,14,14,14
Georgia,US,17,21,23,25,28,43,46,48,53,61,67,70,71,83,88,93,110,114,118,125,125,130
Georgia,US,1,1,1,1,1,1,1,2,2,2,2,2,2,3,3,7,7,8,8,10,12,15
Georgia,US,11,11,13,13,16,19,20,22,24,24,25,26,29,36,37,37,42,42,44,45,45,49
Georgia,US,8,9,12,16,17,20,17,30,21,26,27,29,36,46,47,54,55,55,61,61,59,50
Georgia,US,365,396,448,500,543,579,645,706,742,795,835,869,980,1144,1191,1247,1349,1396,1452,1521,1534,1609
Georgia,US,3,3,5,5,5,8,8,9,9,9,9,13,14,17,17,19,19,19,19,19,19,21
Georgia,US,10,11,12,15,15,19,28,27,28,35,40,40,50,51,52,63,66,69,70,71,73,74
Georgia,US,480,507,560,636,686,716,939,986,1020,1062,1076,1154,1217,1297,1308,1338,1381,1406,1422,1436,1446,1479
Georgia,US,55,60,71,80,86,102,111,122,127,142,147,153,167,189,197,202,220,226,230,243,244,259
Georgia,US,34,41,48,62,64,76,92,98,105,105,106,121,126,137,141,146,163,165,169,173,173,184
Georgia,US,0,0,0,0,0,0,1,1,2,2,2,2,2,2,3,3,4,4,4,4,4,5
Georgia,US,5,6,6,7,9,13,17,18,19,19,20,22,22,25,25,24,25,25,26,27,29,30
Georgia,US,0,0,1,1,1,2,2,3,3,3,3,3,3,6,7,7,7,7,7,7,7,10
Georgia,US,1,1,1,1,1,1,3,5,6,7,7,8,9,9,9,11,12,12,12,14,14,15
Georgia,US,0,0,0,0,0,0,0,0,0,0,0,0,1,2,2,2,2,2,2,3,4,4
Georgia,US,5,6,8,8,8,9,10,9,9,9,9,9,9,13,14,14,14,15,16,19,19,20
Georgia,US,48,52,58,62,67,74,79,85,89,92,94,99,105,115,120,124,133,135,139,143,144,146
Georgia,US,60,71,77,79,80,84,89,93,99,99,105,108,111,120,120,121,121,121,122,126,127,128
Georgia,US,48,51,60,63,72,80,94,99,104,113,121,130,138,153,153,162,184,188,200,211,213,227
Georgia,US,5,5,5,5,5,5,3,3,3,3,4,4,4,5,7,8,10,10,10,12,12,13
Georgia,US,624,712,882,941,962,1027,1124,1240,1276,1364,1422,1467,1598,1812,1844,1929,2025,2054,2110,2198,2208,2255
Georgia,US,1,1,1,1,1,1,3,4,4,4,6,7,7,7,7,8,10,10,11,15,18,20
Georgia,US,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Georgia,US,18,20,23,27,29,29,29,30,31,32,33,33,38,40,41,44,46,48,49,49,49,51
Georgia,US,18,20,21,21,23,24,25,26,26,28,29,35,39,45,46,49,53,57,64,67,66,70
Georgia,US,1,2,3,3,3,4,5,6,8,15,15,15,15,21,21,25,27,27,31,34,34,40
Georgia,US,8,8,9,12,12,15,21,22,23,25,25,25,29,31,34,39,40,42,43,45,45,50
Georgia,US,250,282,329,364,408,443,525,565,603,646,675,690,739,815,852,896,1017,1050,1099,1181,1222,1273
Georgia,US,2,2,2,2,2,2,6,8,7,13,14,14,15,28,29,48,64,72,74,99,107,130
Georgia,US,69,72,79,84,117,131,196,228,238,250,275,279,292,363,374,411,563,607,621,702,720,907
Georgia,US,0,0,0,0,0,0,1,1,1,1,3,3,3,5,5,6,6,6,7,10,10,11
Georgia,US,5,6,7,10,10,10,15,17,15,15,15,16,16,19,19,20,19,20,20,22,23,25
Georgia,US,3,5,7,6,7,10,12,15,16,17,19,19,22,23,25,33,35,37,39,45,44,49
Georgia,US,4,3,3,3,3,3,3,3,3,3,3,3,4,5,5,5,5,5,6,6,6,6
Georgia,US,3,2,2,2,2,2,3,3,2,3,3,4,4,5,5,5,5,7,8,7,7,8
Georgia,US,90,108,125,150,167,178,194,215,225,242,249,260,280,306,321,330,344,353,367,382,384,388
Georgia,US,35,47,53,58,62,64,79,92,103,111,113,115,129,138,142,154,164,164,166,182,185,190
Georgia,US,3,5,6,6,6,6,9,9,10,11,11,11,12,12,12,13,13,15,15,15,15,15
Georgia,US,9,11,12,13,15,17,21,23,24,26,26,27,27,32,33,37,46,47,48,55,56,63
Georgia,US,2,2,2,2,4,3,6,5,5,6,6,6,8,9,10,10,14,14,17,18,17,18
Georgia,US,0,0,0,0,0,1,1,1,1,1,1,1,1,1,2,3,5,5,6,7,7,7
Georgia,US,2,2,2,2,3,3,4,4,4,4,6,6,7,7,7,9,11,11,11,11,11,11
Georgia,US,1,1,2,2,2,4,7,7,8,8,9,9,10,11,12,12,12,12,12,13,13,14
Georgia,US,1,1,1,1,3,3,6,13,13,14,15,19,19,20,21,24,32,33,33,34,34,37
Georgia,US,4,5,6,6,6,7,7,7,9,9,11,11,12,14,15,15,16,16,17,20,20,22
Georgia,US,4,7,6,6,7,14,15,14,15,15,15,16,18,20,21,21,21,24,25,27,29,28
Georgia,US,0,1,1,1,1,4,5,5,5,5,5,5,5,5,5,5,6,6,6,7,7,7
Georgia,US,14,14,15,15,15,16,22,25,27,28,28,32,35,35,35,37,39,41,43,43,43,44
Georgia,US,94,100,115,128,136,147,195,208,212,222,234,239,253,258,264,265,269,272,272,276,277,294
Georgia,US,5,7,7,9,10,13,12,14,15,14,16,17,18,21,26,26,31,32,32,34,34,34
Georgia,US,4,5,5,5,5,5,5,6,6,6,8,8,9,9,9,9,9,9,9,9,9,10
Georgia,US,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2
Georgia,US,24,25,28,35,37,40,44,49,50,56,59,59,65,70,75,77,80,87,95,101,105,122
Georgia,US,7,7,7,7,9,9,9,9,9,9,9,9,9,11,11,11,20,22,23,24,25,26
Georgia,US,3,4,5,5,6,8,13,16,18,19,20,22,25,30,30,31,35,37,37,37,37,37
Georgia,US,1,1,2,2,2,2,3,3,3,3,3,3,3,3,3,4,4,4,4,4,4,4
Georgia,US,2,2,2,4,4,4,8,11,15,18,19,21,25,47,47,39,44,47,49,53,55,59
Georgia,US,3,4,5,7,7,7,9,9,10,9,10,10,10,12,13,14,14,14,14,15,16,18
Georgia,US,0,0,1,2,2,2,3,5,7,9,10,10,10,17,17,17,24,26,28,29,29,33
Georgia,US,7,9,10,10,11,13,17,18,18,18,22,23,23,24,26,29,39,40,42,46,47,48
Georgia,US,4,4,5,10,10,14,15,12,9,10,10,10,12,15,15,20,20,20,22,23,23,24
Georgia,US,38,39,43,52,53,56,90,108,116,131,135,136,147,164,172,183,203,212,213,210,214,280
Georgia,US,6,6,6,7,9,10,13,12,12,12,12,12,12,13,13,14,15,15,15,15,15,15
Georgia,US,0,0,0,0,0,0,0,0,0,0,0,2,2,2,2,2,2,2,2,2,2,2
Georgia,US,2,2,2,2,2,5,8,12,12,14,14,14,14,15,15,17,19,21,21,22,22,23
Georgia,US,5,6,7,9,9,10,11,11,12,12,14,14,15,16,17,16,18,18,18,18,19,19
Georgia,US,21,25,30,33,36,40,53,57,98,127,144,146,161,175,177,192,207,211,219,229,234,244
Georgia,US,32,36,40,43,55,62,65,67,67,73,77,79,91,100,104,115,121,121,128,139,139,146
Georgia,US,17,18,19,22,24,24,32,33,33,35,36,38,39,42,43,45,48,48,50,51,53,53
Georgia,US,1,1,1,1,1,1,2,2,2,11,12,12,13,19,19,31,32,32,32,34,34,37
Georgia,US,32,33,42,48,50,54,60,66,65,69,76,80,91,115,117,121,132,132,133,141,143,145
Georgia,US,7,7,9,10,13,15,16,19,20,20,21,22,24,24,24,28,31,32,32,35,35,35
Georgia,US,7,8,9,9,9,9,10,10,10,11,10,12,11,13,14,15,15,16,18,18,18,18
Georgia,US,5,10,14,16,16,21,28,36,40,41,45,45,45,47,47,48,49,51,51,51,51,51
Georgia,US,2,2,3,4,5,9,10,10,12,15,15,16,18,22,25,27,29,30,32,33,34,35
Georgia,US,16,16,16,18,18,20,20,22,22,21,21,22,24,25,27,27,29,29,30,36,36,36
Georgia,US,4,4,6,7,6,7,8,8,9,9,9,9,10,11,11,11,16,16,16,18,17,17
Georgia,US,0,2,2,2,2,3,5,5,5,5,5,6,7,12,12,14,14,18,21,25,26,27
Georgia,US,0,0,1,1,1,1,3,4,4,4,3,3,3,3,3,3,3,3,3,3,3,3
Georgia,US,2,2,2,2,3,3,5,5,6,6,6,6,6,7,7,7,7,7,7,8,8,9
Georgia,US,5,4,8,16,18,24,81,82,91,98,103,105,117,131,131,134,139,141,141,145,146,148
Georgia,US,41,41,50,51,51,56,74,76,84,95,138,140,147,162,168,189,238,258,264,283,295,313
Georgia,US,45,54,63,70,76,80,85,86,85,85,91,95,100,106,107,108,116,119,128,140,140,144
Georgia,US,4,3,4,6,6,6,10,10,10,12,12,12,12,12,13,13,15,15,16,16,16,16
Georgia,US,2,2,2,2,2,2,3,4,4,5,5,7,7,9,9,10,11,11,11,11,12,14
Georgia,US,6,6,6,8,8,9,12,13,13,12,14,15,15,16,16,20,19,20,21,25,25,27
Georgia,US,16,18,23,24,26,41,50,56,58,60,65,71,75,83,90,99,119,126,128,135,136,139
Georgia,US,5,5,5,5,6,8,11,15,15,15,17,17,19,24,24,25,28,30,35,40,41,42
Georgia,US,1,1,1,1,1,3,3,4,4,6,6,6,8,8,9,9,13,15,15,17,17,18
Georgia,US,37,45,59,80,83,87,147,168,190,211,222,227,245,269,273,277,302,311,332,332,333,341
Georgia,US,1,1,2,3,4,5,6,8,7,9,9,9,9,10,12,14,16,16,16,19,20,22
Georgia,US,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Georgia,US,2,2,3,3,3,3,3,3,3,3,3,5,5,5,5,5,5,5,5,5,5,6
Georgia,US,2,2,2,2,2,3,5,5,5,6,7,7,8,9,9,10,10,10,11,13,13,13
Georgia,US,0,0,2,3,4,4,4,4,7,9,9,9,9,11,11,13,13,14,14,15,15,18
Georgia,US,46,46,50,52,58,65,87,93,96,100,104,107,114,134,135,137,139,145,148,150,156,159
Georgia,US,11,15,17,26,26,28,37,43,57,73,74,77,78,89,92,112,112,115,127,126,133,148
Georgia,US,24,28,30,34,34,42,43,47,52,56,57,59,62,71,74,78,81,82,86,92,93,93
Georgia,US,2,4,5,5,5,7,8,8,8,11,11,11,12,15,16,17,18,20,20,20,20,21
Georgia,US,0,0,1,1,1,1,2,2,2,3,3,3,3,8,8,8,10,10,13,15,15,19
Georgia,US,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2
Georgia,US,19,20,26,32,34,37,46,48,52,56,55,57,61,68,68,75,78,82,87,100,105,109
Georgia,US,4,5,12,12,12,14,16,20,22,28,29,38,37,41,41,48,50,51,56,59,59,59
Georgia,US,2,2,2,2,2,2,2,2,2,2,2,2,2,3,3,4,4,4,4,4,4,6
Georgia,US,0,1,1,1,1,1,3,4,5,6,7,7,7,8,8,8,10,10,14,16,15,18
Georgia,US,5,6,6,10,13,22,28,29,40,47,51,55,61,128,135,139,162,170,170,175,179,186
